"국가","광종","수입","항목","단위","2023 년",
"브라질","합계(MT)","수입물량","수입 실적","","8165953",
"브라질","은      광(Kg)","수입%","수입 실적","","1",
"브라질","은      광(Kg)","수입금액","수입 실적","","4339",
"브라질","은      광(Kg)","수입물량","수입 실적","","1460",
"브라질","동      광(MT)","수입%","수입 실적","","0",
"브라질","동      광(MT)","수입금액","수입 실적","","24048",
"브라질","동      광(MT)","수입물량","수입 실적","","9150",
"브라질","아  연  광(MT)","수입%","수입 실적","","0",
"브라질","아  연  광(MT)","수입금액","수입 실적","","2781",
"브라질","아  연  광(MT)","수입물량","수입 실적","","2489",
"브라질","철      광(MT)","수입%","수입 실적","","14",
"브라질","철      광(MT)","수입금액","수입 실적","","1088257",
"브라질","철      광(MT)","수입물량","수입 실적","","8151611",
"브라질","인상  흑연(MT)","수입%","수입 실적","","1",
"브라질","인상  흑연(MT)","수입금액","수입 실적","","118",
"브라질","인상  흑연(MT)","수입물량","수입 실적","","34",
"브라질","토상  흑연(MT)","수입%","수입 실적","","0",
"브라질","토상  흑연(MT)","수입금액","수입 실적","","0",
"브라질","토상  흑연(MT)","수입물량","수입 실적","","0",
"브라질","장      석(MT)","수입%","수입 실적","","0",
"브라질","장      석(MT)","수입금액","수입 실적","","0",
"브라질","장      석(MT)","수입물량","수입 실적","","0",
"브라질","고  령  토(MT)","수입%","수입 실적","","1",
"브라질","고  령  토(MT)","수입금액","수입 실적","","778",
"브라질","고  령  토(MT)","수입물량","수입 실적","","1995",
"브라질","규      석(MT)","수입%","수입 실적","","0",
"브라질","규      석(MT)","수입금액","수입 실적","","1",
"브라질","규      석(MT)","수입물량","수입 실적","","0",
"브라질","규  조  토(MT)","수입%","수입 실적","","0",
"브라질","규  조  토(MT)","수입금액","수입 실적","","15",
"브라질","규  조  토(MT)","수입물량","수입 실적","","4",
"브라질","유      황(MT)","수입%","수입 실적","","0",
"브라질","유      황(MT)","수입금액","수입 실적","","0",
"브라질","유      황(MT)","수입물량","수입 실적","","0",
"브라질","규  회  석(MT)","수입%","수입 실적","","0",
"브라질","규  회  석(MT)","수입금액","수입 실적","","0",
"브라질","규  회  석(MT)","수입물량","수입 실적","","0",
"브라질","석      고(MT)","수입%","수입 실적","","0",
"브라질","석      고(MT)","수입금액","수입 실적","","0",
"브라질","석      고(MT)","수입물량","수입 실적","","0",
"브라질","수      정(MT)","수입%","수입 실적","","7",
"브라질","수      정(MT)","수입금액","수입 실적","","8",
"브라질","수      정(MT)","수입물량","수입 실적","","0",
"브라질","금  강  석(Kg)","수입%","수입 실적","","0",
"브라질","금  강  석(Kg)","수입금액","수입 실적","","0",
"브라질","금  강  석(Kg)","수입물량","수입 실적","","0",
"브라질","기타비금속(MT)","수입%","수입 실적","","0",
"브라질","기타비금속(MT)","수입금액","수입 실적","","0",
"브라질","기타비금속(MT)","수입물량","수입 실적","","0",
"사우디아라비아","석 재(MT)","수입%","수입 실적","","0",
"사우디아라비아","석 재(MT)","수입금액","수입 실적","","0",
"사우디아라비아","석 재(MT)","수입물량","수입 실적","","0",
"사우디아라비아","합계(MT)","수입%","수입 실적","","1",
"사우디아라비아","합계(MT)","수입금액","수입 실적","","293",
"사우디아라비아","합계(MT)","수입물량","수입 실적","","2349",
"사우디아라비아","활      석(MT)","수입%","수입 실적","","0",
"사우디아라비아","활      석(MT)","수입금액","수입 실적","","0",
"사우디아라비아","활      석(MT)","수입물량","수입 실적","","0",
"사우디아라비아","장      석(MT)","수입%","수입 실적","","0",
"사우디아라비아","장      석(MT)","수입금액","수입 실적","","0",
"사우디아라비아","장      석(MT)","수입물량","수입 실적","","0",
"사우디아라비아","규      사(MT)","수입%","수입 실적","","0",
"사우디아라비아","규      사(MT)","수입금액","수입 실적","","189",
"사우디아라비아","규      사(MT)","수입물량","수입 실적","","2061",
"사우디아라비아","규  조  토(MT)","수입%","수입 실적","","0",
"사우디아라비아","규  조  토(MT)","수입금액","수입 실적","","0",
"사우디아라비아","규  조  토(MT)","수입물량","수입 실적","","0",
"사우디아라비아","유      황(MT)","수입%","수입 실적","","1",
"사우디아라비아","유      황(MT)","수입금액","수입 실적","","46",
"사우디아라비아","유      황(MT)","수입물량","수입 실적","","200",
"사우디아라비아","중  정  석(MT)","수입%","수입 실적","","0",
"사우디아라비아","중  정  석(MT)","수입금액","수입 실적","","0",
"사우디아라비아","중  정  석(MT)","수입물량","수입 실적","","0",
"사우디아라비아","마그네사이트(MT)","수입%","수입 실적","","0",
"사우디아라비아","마그네사이트(MT)","수입금액","수입 실적","","58",
"사우디아라비아","마그네사이트(MT)","수입물량","수입 실적","","87",
"사우디아라비아","석      고(MT)","수입%","수입 실적","","0",
"사우디아라비아","석      고(MT)","수입금액","수입 실적","","0",
"사우디아라비아","석      고(MT)","수입물량","수입 실적","","0",
"사이프러스","석 재(MT)","수입%","수입 실적","","0",
"사이프러스","석 재(MT)","수입금액","수입 실적","","0",
"사이프러스","석 재(MT)","수입물량","수입 실적","","0",
"사이프러스","합계(MT)","수입%","수입 실적","","0",
"사이프러스","합계(MT)","수입금액","수입 실적","","58",
"사이프러스","합계(MT)","수입물량","수입 실적","","532",
"사이프러스","고  령  토(MT)","수입%","수입 실적","","0",
"사이프러스","고  령  토(MT)","수입금액","수입 실적","","58",
"사이프러스","고  령  토(MT)","수입물량","수입 실적","","532",
"세네갈","합계(MT)","수입%","수입 실적","","7",
"세네갈","합계(MT)","수입금액","수입 실적","","3607",
"세네갈","합계(MT)","수입물량","수입 실적","","1760",
"세네갈","티 타 늄광(MT)","수입%","수입 실적","","7",
"세네갈","티 타 늄광(MT)","수입금액","수입 실적","","3607",
"세네갈","티 타 늄광(MT)","수입물량","수입 실적","","1760",
"세르비아","합계(MT)","수입%","수입 실적","","6",
"세르비아","합계(MT)","수입금액","수입 실적","","49134",
"세르비아","합계(MT)","수입물량","수입 실적","","23933",
"세르비아","동      광(MT)","수입%","수입 실적","","0",
"세르비아","동      광(MT)","수입금액","수입 실적","","7337",
"세르비아","동      광(MT)","수입물량","수입 실적","","5060",
"세르비아","연      광(MT)","수입%","수입 실적","","2",
"세르비아","연      광(MT)","수입금액","수입 실적","","37168",
"세르비아","연      광(MT)","수입물량","수입 실적","","15928",
"세르비아","아  연  광(MT)","수입%","수입 실적","","0",
"세르비아","아  연  광(MT)","수입금액","수입 실적","","4614",
"세르비아","아  연  광(MT)","수입물량","수입 실적","","2924",
"세르비아","불      석(MT)","수입%","수입 실적","","3",
"세르비아","불      석(MT)","수입금액","수입 실적","","15",
"세르비아","불      석(MT)","수입물량","수입 실적","","22",
"스리랑카","석 재(MT)","수입%","수입 실적","","0",
"스리랑카","석 재(MT)","수입금액","수입 실적","","0",
"스리랑카","석 재(MT)","수입물량","수입 실적","","0",
"스리랑카","합계(MT)","수입%","수입 실적","","3",
"스리랑카","합계(MT)","수입금액","수입 실적","","1044",
"스리랑카","합계(MT)","수입물량","수입 실적","","1884",
"스리랑카","토상  흑연(MT)","수입%","수입 실적","","1",
"스리랑카","토상  흑연(MT)","수입금액","수입 실적","","603",
"스리랑카","토상  흑연(MT)","수입물량","수입 실적","","154",
"스리랑카","규      석(MT)","수입%","수입 실적","","2",
"스리랑카","규      석(MT)","수입금액","수입 실적","","427",
"스리랑카","규      석(MT)","수입물량","수입 실적","","1700",
"스리랑카","규      사(MT)","수입%","수입 실적","","0",
"스리랑카","규      사(MT)","수입금액","수입 실적","","0",
"스리랑카","규      사(MT)","수입물량","수입 실적","","0",
"스리랑카","규  조  토(MT)","수입%","수입 실적","","0",
"스리랑카","규  조  토(MT)","수입금액","수입 실적","","0",
"스리랑카","규  조  토(MT)","수입물량","수입 실적","","0",
"스리랑카","인  광  석(MT)","수입%","수입 실적","","0",
"스리랑카","인  광  석(MT)","수입금액","수입 실적","","0",
"스리랑카","인  광  석(MT)","수입물량","수입 실적","","0",
"스리랑카","유      황(MT)","수입%","수입 실적","","0",
"스리랑카","유      황(MT)","수입금액","수입 실적","","0",
"스리랑카","유      황(MT)","수입물량","수입 실적","","0",
"스리랑카","운      모(MT)","수입%","수입 실적","","0",
"스리랑카","운      모(MT)","수입금액","수입 실적","","14",
"스리랑카","운      모(MT)","수입물량","수입 실적","","30",
"스리랑카","석      고(MT)","수입%","수입 실적","","0",
"스리랑카","석      고(MT)","수입금액","수입 실적","","0",
"스리랑카","석      고(MT)","수입물량","수입 실적","","0",
"스웨덴","석 재(MT)","수입%","수입 실적","","0",
"스웨덴","석 재(MT)","수입금액","수입 실적","","0",
"스웨덴","석 재(MT)","수입물량","수입 실적","","0",
"스웨덴","합계(MT)","수입%","수입 실적","","1",
"스웨덴","합계(MT)","수입금액","수입 실적","","14717",
"스웨덴","합계(MT)","수입물량","수입 실적","","6478",
"스웨덴","연      광(MT)","수입%","수입 실적","","1",
"스웨덴","연      광(MT)","수입금액","수입 실적","","14635",
"스웨덴","연      광(MT)","수입물량","수입 실적","","6439",
"스웨덴","철      광(MT)","수입%","수입 실적","","0",
"스웨덴","철      광(MT)","수입금액","수입 실적","","6",
"스웨덴","철      광(MT)","수입물량","수입 실적","","5",
"스웨덴","티 타 늄광(MT)","수입%","수입 실적","","0",
"스웨덴","티 타 늄광(MT)","수입금액","수입 실적","","0",
"스웨덴","티 타 늄광(MT)","수입물량","수입 실적","","0",
"스웨덴","토상  흑연(MT)","수입%","수입 실적","","0",
"스웨덴","토상  흑연(MT)","수입금액","수입 실적","","0",
"스웨덴","토상  흑연(MT)","수입물량","수입 실적","","0",
"스웨덴","석  회  석(MT)","수입%","수입 실적","","0",
"스웨덴","석  회  석(MT)","수입금액","수입 실적","","0",
"스웨덴","석  회  석(MT)","수입물량","수입 실적","","0",
"스웨덴","규      사(MT)","수입%","수입 실적","","0",
"스웨덴","규      사(MT)","수입금액","수입 실적","","6",
"스웨덴","규      사(MT)","수입물량","수입 실적","","15",
"스웨덴","형      석(MT)","수입%","수입 실적","","0",
"스웨덴","형      석(MT)","수입금액","수입 실적","","54",
"스웨덴","형      석(MT)","수입물량","수입 실적","","13",
"스웨덴","운      모(MT)","수입%","수입 실적","","0",
"스웨덴","운      모(MT)","수입금액","수입 실적","","16",
"스웨덴","운      모(MT)","수입물량","수입 실적","","5",
"스위스","석 재(MT)","수입%","수입 실적","","0",
"스위스","석 재(MT)","수입금액","수입 실적","","22",
